State,Filed week ended,Initial Claims,Reflecting Week Ended,Continued Claims,Covered Employment,Insured Unemployment Rate
Alabama,2020-01-04,4578,2019-12-28,18523,1923741,0.96
Alabama,2020-01-11,3629,2020-01-04,21143,1923741,1.1
Alabama,2020-01-18,2483,2020-01-11,17402,1923741,0.9
Alabama,2020-01-25,2129,2020-01-18,18390,1923741,0.96
Alabama,2020-02-01,2170,2020-01-25,17284,1923741,0.9
Alabama,2020-02-08,2176,2020-02-01,16745,1923741,0.87
Alabama,2020-02-15,1981,2020-02-08,16571,1923741,0.86
Alabama,2020-02-22,1735,2020-02-15,16059,1923741,0.83
Alabama,2020-02-29,1575,2020-02-22,14721,1923741,0.77
Alabama,2020-03-07,1663,2020-02-29,13657,1923741,0.71
Alabama,2020-03-14,1819,2020-03-07,13070,1923741,0.68
Alabama,2020-03-21,10892,2020-03-14,12487,1923741,0.65
Alabama,2020-03-28,80984,2020-03-21,18083,1923741,0.94
Alabama,2020-04-04,106739,2020-03-28,52176,1923741,2.71
Alabama,2020-04-11,77515,2020-04-04,95325,1929897,4.94
Alabama,2020-04-18,66432,2020-04-11,144327,1929897,7.48
Alabama,2020-04-25,74966,2020-04-18,173855,1929897,9.01
Alabama,2020-05-02,28985,2020-04-25,214684,1929897,11.12
Alabama,2020-05-09,26666,2020-05-02,216856,1929897,11.24
Alabama,2020-05-16,25150,2020-05-09,203677,1929897,10.55
Alabama,2020-05-23,27919,2020-05-16,190205,1929897,9.86
Alabama,2020-05-30,21335,2020-05-23,183565,1929897,9.51
Alabama,2020-06-06,19949,2020-05-30,180245,1929897,9.34
Alabama,2020-06-13,18367,2020-06-06,163982,1929897,8.5
Alabama,2020-06-20,18671,2020-06-13,150002,1929897,7.77
Alabama,2020-06-27,18338,2020-06-20,141450,1929897,7.33
Alabama,2020-07-04,19056,2020-06-27,138272,1929897,7.16
Alabama,2020-07-11,20563,2020-07-04,117388,1935262,6.07
Alabama,2020-07-18,23676,2020-07-11,105644,1935262,5.46
Alabama,2020-07-25,17437,2020-07-18,94069,1935262,4.86
Alabama,2020-08-01,11690,2020-07-25,84070,1935262,4.34
Alabama,2020-08-08,9467,2020-08-01,70412,1935262,3.64
Alabama,2020-08-15,11047,2020-08-08,58275,1935262,3.01
Alabama,2020-08-22,8676,2020-08-15,51991,1935262,2.69
Alabama,2020-08-29,8511,2020-08-22,48797,1935262,2.52
Alabama,2020-09-05,8901,2020-08-29,44546,1935262,2.3
Alabama,2020-09-12,8848,2020-09-05,40198,1935262,2.08
Alabama,2020-09-19,8679,2020-09-12,37431,1935262,1.93
Alabama,2020-09-26,8805,2020-09-19,34997,1935262,1.81
Alabama,2020-10-03,7732,2020-09-26,30716,1935262,1.59
Alabama,2020-10-10,8581,2020-10-03,27063,1939059,1.4
Alabama,2020-10-17,7964,2020-10-10,43493,1939059,2.24
Alabama,2020-10-24,7126,2020-10-17,35544,1939059,1.83
Alabama,2020-10-31,7060,2020-10-24,31693,1939059,1.63
Alaska,2020-01-04,981,2019-12-28,10177,306493,3.32
Alaska,2020-01-11,1371,2020-01-04,9310,307329,3.03
Alaska,2020-01-18,1181,2020-01-11,9984,307329,3.25
Alaska,2020-01-25,1003,2020-01-18,9496,307329,3.09
Alaska,2020-02-01,1122,2020-01-25,9579,307329,3.12
Alaska,2020-02-08,980,2020-02-01,9161,307329,2.98
Alaska,2020-02-15,915,2020-02-08,9343,307329,3.04
Alaska,2020-02-22,773,2020-02-15,8864,307329,2.88
Alaska,2020-02-29,874,2020-02-22,8938,307329,2.91
Alaska,2020-03-07,815,2020-02-29,8266,307329,2.69
Alaska,2020-03-14,1120,2020-03-07,8522,307329,2.77
Alaska,2020-03-21,7847,2020-03-14,8512,307329,2.77
Alaska,2020-03-28,13774,2020-03-21,11173,307329,3.64
Alaska,2020-04-04,14590,2020-03-28,19845,307329,6.46
Alaska,2020-04-11,12007,2020-04-04,35365,308137,11.48
Alaska,2020-04-18,12201,2020-04-11,48096,308137,15.61
Alaska,2020-04-25,10313,2020-04-18,52022,308137,16.88
Alaska,2020-05-02,8718,2020-04-25,49893,308137,16.19
Alaska,2020-05-09,7807,2020-05-02,50791,308137,16.48
Alaska,2020-05-16,7741,2020-05-09,50049,308137,16.24
Alaska,2020-05-23,8152,2020-05-16,48000,308137,15.58
Alaska,2020-05-30,7452,2020-05-23,47344,308137,15.36
Alaska,2020-06-06,7081,2020-05-30,47123,308137,15.29
Alaska,2020-06-13,6797,2020-06-06,45792,308137,14.86
Alaska,2020-06-20,6757,2020-06-13,44380,308137,14.4
Alaska,2020-06-27,6467,2020-06-20,43208,308137,14.02
Alaska,2020-07-04,6124,2020-06-27,42110,308137,13.67
Alaska,2020-07-11,9572,2020-07-04,43225,308691,14
Alaska,2020-07-18,6606,2020-07-11,41685,308691,13.5
Alaska,2020-07-25,6069,2020-07-18,40596,308691,13.15
Alaska,2020-08-01,5195,2020-07-25,39002,308691,12.63
Alaska,2020-08-08,4619,2020-08-01,34442,308691,11.16
Alaska,2020-08-15,4731,2020-08-08,32899,308691,10.66
Alaska,2020-08-22,4344,2020-08-15,31673,308691,10.26
Alaska,2020-08-29,4057,2020-08-22,29524,308691,9.56
Alaska,2020-09-05,3817,2020-08-29,27536,308691,8.92
Alaska,2020-09-12,3593,2020-09-05,25762,308691,8.35
Alaska,2020-09-19,3631,2020-09-12,24089,308691,7.8
Alaska,2020-09-26,3600,2020-09-19,22532,308691,7.3
Alaska,2020-10-03,3719,2020-09-26,21131,308691,6.85
Alaska,2020-10-10,5708,2020-10-03,20264,308959,6.56
Alaska,2020-10-17,4608,2020-10-10,19754,308959,6.39
Alaska,2020-10-24,4388,2020-10-17,18974,308959,6.14
Alaska,2020-10-31,4451,2020-10-24,18867,308959,6.11
Arkansas,2020-01-04,2576,2019-12-28,15323,1193713,1.28
Arkansas,2020-01-11,2493,2020-01-04,15536,1195622,1.3
Arkansas,2020-01-18,1729,2020-01-11,13229,1195622,1.11
Arkansas,2020-01-25,1683,2020-01-18,12331,1195622,1.03
Arkansas,2020-02-01,1837,2020-01-25,13210,1195622,1.1
Arkansas,2020-02-08,1724,2020-02-01,12964,1195622,1.08
Arkansas,2020-02-15,1602,2020-02-08,12979,1195622,1.09
Arkansas,2020-02-22,1055,2020-02-15,12546,1195622,1.05
Arkansas,2020-02-29,1418,2020-02-22,12244,1195622,1.02
Arkansas,2020-03-07,1843,2020-02-29,11618,1195622,0.97
Arkansas,2020-03-14,1382,2020-03-07,11514,1195622,0.96
Arkansas,2020-03-21,9275,2020-03-14,10988,1195622,0.92
Arkansas,2020-03-28,27756,2020-03-21,16148,1195622,1.35
Arkansas,2020-04-04,62086,2020-03-28,36499,1195622,3.05
Arkansas,2020-04-11,35629,2020-04-04,66511,1196468,5.56
Arkansas,2020-04-18,25404,2020-04-11,91278,1196468,7.63
Arkansas,2020-04-25,17671,2020-04-18,109337,1196468,9.14
Arkansas,2020-05-02,13448,2020-04-25,119332,1196468,9.97
Arkansas,2020-05-09,13152,2020-05-02,122522,1196468,10.24
Arkansas,2020-05-16,11427,2020-05-09,122408,1196468,10.23
Arkansas,2020-05-23,10825,2020-05-16,120043,1196468,10.03
Arkansas,2020-05-30,8481,2020-05-23,115365,1196468,9.64
Arkansas,2020-06-06,9663,2020-05-30,115482,1196468,9.65
Arkansas,2020-06-13,9381,2020-06-06,113623,1196468,9.5
Arkansas,2020-06-20,9669,2020-06-13,112189,1196468,9.38
Arkansas,2020-06-27,10395,2020-06-20,108691,1196468,9.08
Arkansas,2020-07-04,10832,2020-06-27,104692,1196468,8.75
Arkansas,2020-07-11,14155,2020-07-04,99083,1197760,8.27
Arkansas,2020-07-18,15932,2020-07-11,100026,1197760,8.35
Arkansas,2020-07-25,15257,2020-07-18,94113,1197760,7.86
Arkansas,2020-08-01,12750,2020-07-25,79564,1197760,6.64
Arkansas,2020-08-08,5908,2020-08-01,62402,1197760,5.21
Arkansas,2020-08-15,6351,2020-08-08,52946,1197760,4.42
Arkansas,2020-08-22,5660,2020-08-15,48069,1197760,4.01
Arkansas,2020-08-29,5337,2020-08-22,44564,1197760,3.72
Arkansas,2020-09-05,5624,2020-08-29,42795,1197760,3.57
Arkansas,2020-09-12,4585,2020-09-05,38926,1197760,3.25
Arkansas,2020-09-19,5778,2020-09-12,40856,1197760,3.41
Arkansas,2020-09-26,6137,2020-09-19,37975,1197760,3.17
Arkansas,2020-10-03,5484,2020-09-26,36883,1197760,3.08
Arkansas,2020-10-10,5719,2020-10-03,32303,1197760,2.7
Arkansas,2020-10-17,4318,2020-10-10,30873,1199243,2.57
Arkansas,2020-10-24,4019,2020-10-17,26311,1199243,2.19
Arkansas,2020-10-31,4014,2020-10-24,27441,1199243,2.29
Arizona,2020-01-04,3132,2019-12-28,17991,2864180,0.63
Arizona,2020-01-11,4654,2020-01-04,18259,2864180,0.64
Arizona,2020-01-18,4152,2020-01-11,18421,2864180,0.64
Arizona,2020-01-25,3475,2020-01-18,18401,2864180,0.64
Arizona,2020-02-01,3807,2020-01-25,18854,2864180,0.66
Arizona,2020-02-08,3636,2020-02-01,18461,2864180,0.64
Arizona,2020-02-15,3538,2020-02-08,18516,2864180,0.65
Arizona,2020-02-22,3151,2020-02-15,18217,2864180,0.64
Arizona,2020-02-29,3086,2020-02-22,18137,2864180,0.63
Arizona,2020-03-07,3357,2020-02-29,17593,2864180,0.61
Arizona,2020-03-14,3844,2020-03-07,17595,2864180,0.61
Arizona,2020-03-21,29348,2020-03-14,18108,2864180,0.63
Arizona,2020-03-28,88940,2020-03-21,26387,2864180,0.92
Arizona,2020-04-04,132428,2020-03-28,62597,2864180,2.19
Arizona,2020-04-11,98531,2020-04-04,120592,2864180,4.21
Arizona,2020-04-18,72457,2020-04-11,170262,2885408,5.9
Arizona,2020-04-25,52581,2020-04-18,196401,2885408,6.81
Arizona,2020-05-02,43023,2020-04-25,218760,2885408,7.58
Arizona,2020-05-09,31570,2020-05-02,228806,2885408,7.93
Arizona,2020-05-16,31957,2020-05-09,230566,2885408,7.99
Arizona,2020-05-23,26868,2020-05-16,217968,2885408,7.55
Arizona,2020-05-30,22012,2020-05-23,209944,2885408,7.28
Arizona,2020-06-06,24367,2020-05-30,210605,2885408,7.3
Arizona,2020-06-13,22419,2020-06-06,209529,2885408,7.26
Arizona,2020-06-20,25886,2020-06-13,217934,2885408,7.55
Arizona,2020-06-27,26328,2020-06-20,217505,2885408,7.54
Arizona,2020-07-04,25774,2020-06-27,216603,2885408,7.51
Arizona,2020-07-11,28695,2020-07-04,227419,2905807,7.83
Arizona,2020-07-18,21441,2020-07-11,229352,2905807,7.89
Arizona,2020-07-25,19063,2020-07-18,230822,2905807,7.94
Arizona,2020-08-01,15561,2020-07-25,232497,2905807,8
Arizona,2020-08-08,11655,2020-08-01,219459,2905807,7.55
Arizona,2020-08-15,12775,2020-08-08,211212,2905807,7.27
Arizona,2020-08-22,12487,2020-08-15,205978,2905807,7.09
Arizona,2020-08-29,11705,2020-08-22,202716,2905807,6.98
Arizona,2020-09-05,11343,2020-08-29,200184,2905807,6.89
Arizona,2020-09-12,9979,2020-09-05,194164,2905807,6.68
Arizona,2020-09-19,9065,2020-09-12,190507,2905807,6.56
Arizona,2020-09-26,8208,2020-09-19,175837,2905807,6.05
Arizona,2020-10-03,7966,2020-09-26,168948,2905807,5.81
Arizona,2020-10-10,7925,2020-10-03,151436,2927942,5.17
Arizona,2020-10-17,7053,2020-10-10,137816,2927942,4.71
Arizona,2020-10-24,6813,2020-10-17,125852,2927942,4.3
Arizona,2020-10-31,6389,2020-10-24,112425,2927942,3.84
California,2020-01-04,36720,2019-12-28,359606,17203829,2.09
California,2020-01-11,51993,2020-01-04,356376,17265039,2.06
California,2020-01-18,64858,2020-01-11,376947,17265039,2.18
California,2020-01-25,45596,2020-01-18,336269,17265039,1.95
California,2020-02-01,43458,2020-01-25,388341,17265039,2.25
California,2020-02-08,40392,2020-02-01,359156,17265039,2.08
California,2020-02-15,43445,2020-02-08,375305,17265039,2.17
California,2020-02-22,34979,2020-02-15,349252,17265039,2.02
California,2020-02-29,41678,2020-02-22,369988,17265039,2.14
California,2020-03-07,43385,2020-02-29,378864,17265039,2.19
California,2020-03-14,57606,2020-03-07,351344,17265039,2.04
California,2020-03-21,186333,2020-03-14,421912,17265039,2.44
California,2020-03-28,1058325,2020-03-21,400565,17265039,2.32
California,2020-04-04,918814,2020-03-28,1076761,17265039,6.24
California,2020-04-11,655472,2020-04-04,1429954,17330010,8.25
California,2020-04-18,528360,2020-04-11,2422458,17330010,13.98
California,2020-04-25,325343,2020-04-18,1887575,17330010,10.89
California,2020-05-02,316257,2020-04-25,4808361,17330010,27.75
California,2020-05-09,212667,2020-05-02,2850204,17330010,16.45
California,2020-05-16,244431,2020-05-09,3565153,17330010,20.57
California,2020-05-23,203262,2020-05-16,2155310,17330010,12.44
California,2020-05-30,228634,2020-05-23,2752401,17330010,15.88
California,2020-06-06,255836,2020-05-30,2812484,17330010,16.23
California,2020-06-13,241424,2020-06-06,3001413,17330010,17.32
California,2020-06-20,284494,2020-06-13,2779425,17330010,16.04
California,2020-06-27,277362,2020-06-20,2901601,17330010,16.74
California,2020-07-04,264791,2020-06-27,2758474,17330010,15.92
California,2020-07-11,284914,2020-07-04,2946807,17396834,16.94
California,2020-07-18,289594,2020-07-11,2704904,17396834,15.55
California,2020-07-25,244653,2020-07-18,3140619,17396834,18.05
California,2020-08-01,222043,2020-07-25,2789482,17396834,16.03
California,2020-08-08,202509,2020-08-01,2961188,17396834,17.02
California,2020-08-15,190354,2020-08-08,2806840,17396834,16.13
California,2020-08-22,196916,2020-08-15,2837991,17396834,16.31
California,2020-08-29,219563,2020-08-22,2570005,17396834,14.77
California,2020-09-05,243404,2020-08-29,3012587,17396834,17.32
California,2020-09-12,226004,2020-09-05,2724331,17396834,15.66
California,2020-09-19,226179,2020-09-12,2802145,17396834,16.11
California,2020-09-26,171220,2020-09-19,2274592,17396834,13.07
California,2020-10-03,148213,2020-09-26,2212779,17396834,12.72
California,2020-10-10,176083,2020-10-03,2011273,17473068,11.51
California,2020-10-17,159876,2020-10-10,1836240,17473068,10.51
California,2020-10-24,152176,2020-10-17,1653245,17473068,9.46
California,2020-10-31,152480,2020-10-24,1561263,17473068,8.94
Colorado,2020-01-04,2431,2019-12-28,21391,2635231,0.81
Colorado,2020-01-11,3001,2020-01-04,21492,2650335,0.81
Colorado,2020-01-18,2522,2020-01-11,21104,2650335,0.8
Colorado,2020-01-25,2164,2020-01-18,22738,2650335,0.86
Colorado,2020-02-01,2049,2020-01-25,21560,2650335,0.81
Colorado,2020-02-08,2482,2020-02-01,22881,2650335,0.86
Colorado,2020-02-15,2209,2020-02-08,22076,2650335,0.83
Colorado,2020-02-22,1862,2020-02-15,23694,2650335,0.89
Colorado,2020-02-29,1681,2020-02-22,22409,2650335,0.85
Colorado,2020-03-07,1865,2020-02-29,22908,2650335,0.86
Colorado,2020-03-14,2321,2020-03-07,21260,2650335,0.8
Colorado,2020-03-21,19774,2020-03-14,21309,2650335,0.8
Colorado,2020-03-28,61838,2020-03-21,21956,2650335,0.83
Colorado,2020-04-04,46326,2020-03-28,73584,2650335,2.78
Colorado,2020-04-11,104572,2020-04-04,166593,2666358,6.25
Colorado,2020-04-18,67639,2020-04-11,171434,2666358,6.43
Colorado,2020-04-25,38662,2020-04-18,228713,2666358,8.58
Colorado,2020-05-02,28360,2020-04-25,228683,2666358,8.58
Colorado,2020-05-09,22732,2020-05-02,261951,2666358,9.82
Colorado,2020-05-16,18054,2020-05-09,246507,2666358,9.25
Colorado,2020-05-23,15719,2020-05-16,265499,2666358,9.96
Colorado,2020-05-30,12519,2020-05-23,244600,2666358,9.17
Colorado,2020-06-06,13098,2020-05-30,263810,2666358,9.89
Colorado,2020-06-13,10382,2020-06-06,242785,2666358,9.11
Colorado,2020-06-20,10013,2020-06-13,259341,2666358,9.73
Colorado,2020-06-27,8646,2020-06-20,237236,2666358,8.9
Colorado,2020-07-04,7928,2020-06-27,246108,2666358,9.23
Colorado,2020-07-11,10554,2020-07-04,228224,2681376,8.51
Colorado,2020-07-18,8531,2020-07-11,239098,2681376,8.92
Colorado,2020-07-25,8037,2020-07-18,224204,2681376,8.36
Colorado,2020-08-01,7167,2020-07-25,224130,2681376,8.36
Colorado,2020-08-08,6231,2020-08-01,198702,2681376,7.41
Colorado,2020-08-15,6971,2020-08-08,197296,2681376,7.36
Colorado,2020-08-22,6483,2020-08-15,180390,2681376,6.73
Colorado,2020-08-29,5863,2020-08-22,177822,2681376,6.63
Colorado,2020-09-05,6031,2020-08-29,162261,2681376,6.05
Colorado,2020-09-12,5171,2020-09-05,157091,2681376,5.86
Colorado,2020-09-19,5115,2020-09-12,151250,2681376,5.64
Colorado,2020-09-26,4862,2020-09-19,143856,2681376,5.37
Colorado,2020-10-03,5919,2020-09-26,127012,2681376,4.74
Colorado,2020-10-10,6406,2020-10-03,124333,2692685,4.62
Colorado,2020-10-17,5759,2020-10-10,111822,2692685,4.15
Colorado,2020-10-24,6071,2020-10-17,105759,2692685,3.93
Colorado,2020-10-31,7138,2020-10-24,96782,2692685,3.59
Connecticut,2020-01-04,7852,2019-12-28,46562,1655540,2.81
Connecticut,2020-01-11,5986,2020-01-04,47540,1654391,2.87
Connecticut,2020-01-18,3776,2020-01-11,42483,1654391,2.57
Connecticut,2020-01-25,2949,2020-01-18,41760,1654391,2.52
Connecticut,2020-02-01,2994,2020-01-25,41725,1654391,2.52
Connecticut,2020-02-08,2944,2020-02-01,41633,1654391,2.52
Connecticut,2020-02-15,2520,2020-02-08,39384,1654391,2.38
Connecticut,2020-02-22,2435,2020-02-15,41691,1654391,2.52
Connecticut,2020-02-29,2843,2020-02-22,42168,1654391,2.55
Connecticut,2020-03-07,2527,2020-02-29,40638,1654391,2.46
Connecticut,2020-03-14,3440,2020-03-07,39786,1654391,2.4
Connecticut,2020-03-21,25100,2020-03-14,44194,1654391,2.67
Connecticut,2020-03-28,33227,2020-03-21,80861,1654391,4.89
Connecticut,2020-04-04,33464,2020-03-28,147939,1654391,8.94
Connecticut,2020-04-11,34050,2020-04-04,189196,1653302,11.44
Connecticut,2020-04-18,102808,2020-04-11,306047,1653302,18.51
Connecticut,2020-04-25,33041,2020-04-18,309111,1653302,18.7
Connecticut,2020-05-02,36138,2020-04-25,297549,1653302,18
Connecticut,2020-05-09,30046,2020-05-02,319529,1653302,19.33
Connecticut,2020-05-16,25960,2020-05-09,297088,1653302,17.97
Connecticut,2020-05-23,16603,2020-05-16,272695,1653302,16.49
Connecticut,2020-05-30,14208,2020-05-23,248663,1653302,15.04
Connecticut,2020-06-06,15366,2020-05-30,269117,1653302,16.28
Connecticut,2020-06-13,11852,2020-06-06,260518,1653302,15.76
Connecticut,2020-06-20,10411,2020-06-13,250774,1653302,15.17
Connecticut,2020-06-27,10133,2020-06-20,247195,1653302,14.95
Connecticut,2020-07-04,12267,2020-06-27,251926,1653302,15.24
Connecticut,2020-07-11,9955,2020-07-04,254461,1652033,15.4
Connecticut,2020-07-18,11667,2020-07-11,249732,1652033,15.12
Connecticut,2020-07-25,11181,2020-07-18,251760,1652033,15.24
Connecticut,2020-08-01,10537,2020-07-25,252297,1652033,15.27
Connecticut,2020-08-08,7431,2020-08-01,231207,1652033,14
Connecticut,2020-08-15,9432,2020-08-08,224521,1652033,13.59
Connecticut,2020-08-22,6269,2020-08-15,230642,1652033,13.96
Connecticut,2020-08-29,5404,2020-08-22,242193,1652033,14.66
Connecticut,2020-09-05,4741,2020-08-29,196677,1652033,11.91
Connecticut,2020-09-12,5175,2020-09-05,167339,1652033,10.13
Connecticut,2020-09-19,5141,2020-09-12,175902,1652033,10.65
Connecticut,2020-09-26,5015,2020-09-19,161782,1652033,9.79
Connecticut,2020-10-03,4617,2020-09-26,137325,1652033,8.31
Connecticut,2020-10-10,4734,2020-10-03,121369,1651883,7.35
Connecticut,2020-10-17,4395,2020-10-10,96689,1651883,5.85
Connecticut,2020-10-24,6016,2020-10-17,101110,1651883,6.12
Connecticut,2020-10-31,4878,2020-10-24,96577,1651883,5.85
Delaware,2020-01-04,875,2019-12-28,6881,441663,1.56
Delaware,2020-01-11,1107,2020-01-04,7083,443288,1.6
Delaware,2020-01-18,830,2020-01-11,5967,443288,1.35
Delaware,2020-01-25,674,2020-01-18,5703,443288,1.29
Delaware,2020-02-01,622,2020-01-25,6830,443288,1.54
Delaware,2020-02-08,608,2020-02-01,5888,443288,1.33
Delaware,2020-02-15,610,2020-02-08,5917,443288,1.33
Delaware,2020-02-22,632,2020-02-15,5921,443288,1.34
Delaware,2020-02-29,524,2020-02-22,6742,443288,1.52
Delaware,2020-03-07,518,2020-02-29,5480,443288,1.24
Delaware,2020-03-14,472,2020-03-07,5310,443288,1.2
Delaware,2020-03-21,10776,2020-03-14,5297,443288,1.19
Delaware,2020-03-28,19137,2020-03-21,11506,443288,2.6
Delaware,2020-04-04,18851,2020-03-28,19442,443288,4.39
Delaware,2020-04-11,13258,2020-04-04,29577,445741,6.64
Delaware,2020-04-18,9446,2020-04-11,38451,445741,8.63
Delaware,2020-04-25,7947,2020-04-18,44977,445741,10.09
Delaware,2020-05-02,6297,2020-04-25,52501,445741,11.78
Delaware,2020-05-09,5197,2020-05-02,50205,445741,11.26
Delaware,2020-05-16,5554,2020-05-09,51010,445741,11.44
Delaware,2020-05-23,4651,2020-05-16,50780,445741,11.39
Delaware,2020-05-30,3052,2020-05-23,55172,445741,12.38
Delaware,2020-06-06,3037,2020-05-30,49659,445741,11.14
Delaware,2020-06-13,2516,2020-06-06,47115,445741,10.57
Delaware,2020-06-20,2797,2020-06-13,45112,445741,10.12
Delaware,2020-06-27,2771,2020-06-20,44034,445741,9.88
Delaware,2020-07-04,2791,2020-06-27,45598,445741,10.23
Delaware,2020-07-11,3167,2020-07-04,42194,446976,9.44
Delaware,2020-07-18,2720,2020-07-11,41572,446976,9.3
Delaware,2020-07-25,2563,2020-07-18,40923,446976,9.16
Delaware,2020-08-01,2133,2020-07-25,42352,446976,9.48
Delaware,2020-08-08,1760,2020-08-01,36026,446976,8.06
Delaware,2020-08-15,1927,2020-08-08,35186,446976,7.87
Delaware,2020-08-22,1678,2020-08-15,33171,446976,7.42
Delaware,2020-08-29,1577,2020-08-22,31974,446976,7.15
Delaware,2020-09-05,1629,2020-08-29,32327,446976,7.23
Delaware,2020-09-12,1598,2020-09-05,29534,446976,6.61
Delaware,2020-09-19,1775,2020-09-12,28983,446976,6.48
Delaware,2020-09-26,1815,2020-09-19,26824,446976,6
Delaware,2020-10-03,1776,2020-09-26,24183,446976,5.41
Delaware,2020-10-10,2010,2020-10-03,21355,451429,4.73
Delaware,2020-10-17,1715,2020-10-10,19228,451429,4.26
Delaware,2020-10-24,1657,2020-10-17,17349,451429,3.84
Delaware,2020-10-31,1578,2020-10-24,16181,451429,3.58
District of Columbia,2020-01-04,481,2019-12-28,7198,576878,1.25
District of Columbia,2020-01-11,706,2020-01-04,7102,578035,1.23
District of Columbia,2020-01-18,594,2020-01-11,7271,578035,1.26
District of Columbia,2020-01-25,534,2020-01-18,7149,578035,1.24
District of Columbia,2020-02-01,539,2020-01-25,7139,578035,1.24
District of Columbia,2020-02-08,508,2020-02-01,7156,578035,1.24
District of Columbia,2020-02-15,473,2020-02-08,7079,578035,1.22
District of Columbia,2020-02-22,422,2020-02-15,7003,578035,1.21
District of Columbia,2020-02-29,452,2020-02-22,7020,578035,1.21
District of Columbia,2020-03-07,471,2020-02-29,6792,578035,1.18
District of Columbia,2020-03-14,1213,2020-03-07,6746,578035,1.17
District of Columbia,2020-03-21,14462,2020-03-14,7378,578035,1.28
District of Columbia,2020-03-28,15869,2020-03-21,17661,578035,3.06
District of Columbia,2020-04-04,15329,2020-03-28,31385,578035,5.43
District of Columbia,2020-04-11,9974,2020-04-04,42224,579419,7.29
District of Columbia,2020-04-18,8639,2020-04-11,47465,579419,8.19
District of Columbia,2020-04-25,8708,2020-04-18,52534,579419,9.07
District of Columbia,2020-05-02,8113,2020-04-25,58634,579419,10.12
District of Columbia,2020-05-09,5782,2020-05-02,65298,579419,11.27
District of Columbia,2020-05-16,5196,2020-05-09,68844,579419,11.88
District of Columbia,2020-05-23,5135,2020-05-16,70103,579419,12.1
District of Columbia,2020-05-30,3559,2020-05-23,70671,579419,12.2
District of Columbia,2020-06-06,3385,2020-05-30,72023,579419,12.43
District of Columbia,2020-06-13,3065,2020-06-06,72934,579419,12.59
District of Columbia,2020-06-20,3073,2020-06-13,72927,579419,12.59
District of Columbia,2020-06-27,3132,2020-06-20,72807,579419,12.57
District of Columbia,2020-07-04,2858,2020-06-27,72802,579419,12.56
District of Columbia,2020-07-11,3300,2020-07-04,72525,580956,12.48
District of Columbia,2020-07-18,3053,2020-07-11,73115,580956,12.59
District of Columbia,2020-07-25,2712,2020-07-18,72710,580956,12.52
District of Columbia,2020-08-01,2250,2020-07-25,72931,580956,12.55
District of Columbia,2020-08-08,1797,2020-08-01,70887,580956,12.2
District of Columbia,2020-08-15,1979,2020-08-08,69640,580956,11.99
District of Columbia,2020-08-22,1645,2020-08-15,68248,580956,11.75
District of Columbia,2020-08-29,1468,2020-08-22,66870,580956,11.51
District of Columbia,2020-09-05,1493,2020-08-29,65456,580956,11.27
District of Columbia,2020-09-12,1460,2020-09-05,65671,580956,11.3
District of Columbia,2020-09-19,1549,2020-09-12,64903,580956,11.17
District of Columbia,2020-09-26,1889,2020-09-19,60168,580956,10.36
District of Columbia,2020-10-03,1649,2020-09-26,53110,580956,9.14
District of Columbia,2020-10-10,1912,2020-10-03,49067,583160,8.41
District of Columbia,2020-10-17,1559,2020-10-10,45879,583160,7.87
District of Columbia,2020-10-24,1473,2020-10-17,41417,583160,7.1
District of Columbia,2020-10-31,1347,2020-10-24,37760,583160,6.48
Florida,2020-01-04,4618,2019-12-28,36189,8608066,0.42
Florida,2020-01-11,6862,2020-01-04,35024,8604277,0.41
Florida,2020-01-18,6088,2020-01-11,34718,8604277,0.4
Florida,2020-01-25,5206,2020-01-18,33347,8604277,0.39
Florida,2020-02-01,5457,2020-01-25,35871,8604277,0.42
Florida,2020-02-08,5605,2020-02-01,33176,8604277,0.39
Florida,2020-02-15,5229,2020-02-08,34449,8604277,0.4
Florida,2020-02-22,4861,2020-02-15,33570,8604277,0.39
Florida,2020-02-29,4853,2020-02-22,33421,8604277,0.39
Florida,2020-03-07,5325,2020-02-29,32262,8604277,0.37
Florida,2020-03-14,6463,2020-03-07,32244,8604277,0.37
Florida,2020-03-21,74313,2020-03-14,33728,8604277,0.39
Florida,2020-03-28,228484,2020-03-21,35076,8604277,0.41
Florida,2020-04-04,169885,2020-03-28,98921,8604277,1.15
Florida,2020-04-11,180419,2020-04-04,339448,8590846,3.95
Florida,2020-04-18,506670,2020-04-11,177021,8590846,2.06
Florida,2020-04-25,433103,2020-04-18,540554,8590846,6.29
Florida,2020-05-02,174860,2020-04-25,444561,8590846,5.17
Florida,2020-05-09,223082,2020-05-02,1035207,8590846,12.05
Florida,2020-05-16,225404,2020-05-09,2151108,8590846,25.04
Florida,2020-05-23,175411,2020-05-16,529384,8590846,6.16
Florida,2020-05-30,207707,2020-05-23,630640,8590846,7.34
Florida,2020-06-06,112161,2020-05-30,966625,8590846,11.25
Florida,2020-06-13,88148,2020-06-06,920202,8590846,10.71
Florida,2020-06-20,95683,2020-06-13,995792,8590846,11.59
Florida,2020-06-27,84370,2020-06-20,741344,8590846,8.63
Florida,2020-07-04,66941,2020-06-27,581952,8590846,6.77
Florida,2020-07-11,132831,2020-07-04,914801,8732627,10.48
Florida,2020-07-18,108976,2020-07-11,748004,8732627,8.57
Florida,2020-07-25,91462,2020-07-18,691070,8732627,7.91
